package,category,first_version,last_version
GenomicScores,bioc,305,
GenomicState,annotation,310,
GenomicSuperSignature,bioc,313,
GenomicTuples,bioc,300,
Genominator,bioc,205,310
GeoDiff,bioc,314,
GeoMxWorkflows,workflows,314,
GeoTcgaData,bioc,317,
GeomxTools,bioc,313,
GeuvadisTranscriptExpr,experiment,303,
GladiaTOX,bioc,309,
Glimma,bioc,303,
GloScope,bioc,318,
GlobalAncova,bioc,108,
GmicR,bioc,310,
GoogleGenomics,bioc,301,308
GrafGen,bioc,319,
GraphAT,bioc,108,
GraphAlignment,bioc,202,
GraphPAC,bioc,212,
GreyListChIP,bioc,301,
Guitar,bioc,302,
Gviz,bioc,210,
HCABrowser,bioc,309,312
HCAData,experiment,309,
HCAExplorer,bioc,310,312
HCAMatrixBrowser,bioc,312,312
HCATonsilData,experiment,318,
HCsnip,bioc,212,306
HD2013SGI,experiment,212,
HDCytoData,experiment,307,
HDF5Array,bioc,303,
HDO.db,annotation,316,
HDTD,bioc,300,
HEEBOdata,experiment,109,
HELP,bioc,203,
HEM,bioc,108,
HERON,bioc,318,
HGC,bioc,313,
HIBAG,bioc,301,
HIPPO,bioc,311,
HIREewas,bioc,308,
HIVcDNAvantWout03,experiment,109,
HMMcopy,bioc,211,
HMP16SData,experiment,307,
HMP2Data,experiment,310,
HPAStainR,bioc,312,317
HPAanalyze,bioc,308,
HPO.db,annotation,318,
HPiP,bioc,314,
HSMMSingleCell,experiment,300,
HTSFilter,bioc,212,
HTSanalyzeR,bioc,207,310
HTSeqGenie,bioc,211,
HTqPCR,bioc,205,318
Harman,bioc,303,
HarmanData,experiment,303,
HarmonizR,bioc,318,
HarmonizedTCGAData,experiment,306,
Harshlight,bioc,109,
Heatplus,bioc,108,
HelloRanges,bioc,304,
HelloRangesData,experiment,304,
Herper,bioc,312,
HiBED,experiment,318,
HiCBricks,bioc,308,
HiCDCPlus,bioc,313,
HiCDOC,bioc,316,
HiCDataHumanIMR90,experiment,300,
HiCDataLymphoblast,experiment,214,
HiCExperiment,bioc,317,
HiCcompare,bioc,306,
HiContacts,bioc,316,
HiContactsData,experiment,316,
HiCool,bioc,317,
HiLDA,bioc,310,
HiTC,bioc,210,
HicAggR,bioc,319,
HighlyReplicatedRNASeq,experiment,311,
Hiiragi2013,experiment,213,
HilbertCurve,bioc,302,
HilbertVis,bioc,203,
HilbertVisGUI,bioc,203,
HoloFoodR,bioc,320,
Homo.sapiens,annotation,211,
Hs6UG171.db,annotation,201,
HsAgilentDesign026652.db,annotation,207,
HsapiensGenome.hg16,annotation,108,108
HsapiensGenome.hg17,annotation,108,108
HsapiensGenome.hg18,annotation,108,108
Hspec,annotation,300,
HuExExonProbesetLocation,annotation,208,
HuExExonProbesetLocationHg18,annotation,206,
HuExExonProbesetLocationHg19,annotation,206,
HuO22,annotation,200,202
HuO22.db,annotation,201,
HubPub,bioc,313,
HumanAffyData,experiment,304,
HumanTranscriptomeCompendium,bioc,309,319
HybridExpress,bioc,319,
HybridMTest,bioc,210,
IFAA,bioc,317,
IHW,bioc,303,
IHWpaper,experiment,303,
ILoReg,bioc,312,
IMAS,bioc,305,
IMMAN,bioc,307,
IMPCdata,bioc,300,
INDEED,bioc,308,
INPower,bioc,214,
INSPEcT,bioc,302,
INTACT,bioc,317,
IONiseR,bioc,302,
IPO,bioc,304,
IPPD,bioc,208,311
IRISFGM,bioc,313,317
IRanges,bioc,203,
ISAnalytics,bioc,312,
ISLET,bioc,316,
ISoLDE,bioc,303,
ITALICS,bioc,203,
ITALICSData,experiment,202,
IVAS,bioc,301,
IWTomics,bioc,305,
Icens,bioc,108,
IdMappingAnalysis,bioc,210,310
IdMappingRetrieval,bioc,209,310
IdeoViz,bioc,300,
IgGeneUsage,bioc,310,
Illumina450ProbeVariants.db,experiment,213,
IlluminaDataTestFiles,experiment,213,
IlluminaHumanMethylation27k.db,annotation,205,
IlluminaHumanMethylation27kanno.ilmn12.hg19,annotation,304,
IlluminaHumanMethylation27kmanifest,annotation,211,
IlluminaHumanMethylation450k.db,annotation,208,305
IlluminaHumanMethylation450kanno.ilmn12.hg19,annotation,213,
IlluminaHumanMethylation450kannotation.ilmn.v1.2,annotation,211,212
IlluminaHumanMethylation450kmanifest,annotation,209,
IlluminaHumanMethylation450kprobe,annotation,209,
IlluminaHumanMethylationEPICanno.ilm10b2.hg19,annotation,302,
IlluminaHumanMethylationEPICanno.ilm10b3.hg19,annotation,305,
IlluminaHumanMethylationEPICanno.ilm10b4.hg19,annotation,306,
IlluminaHumanMethylationEPICmanifest,annotation,302,
IlluminaHumanMethylationEPICv2anno.20a1.hg38,annotation,319,
IlluminaHumanMethylationEPICv2manifest,annotation,319,
Imetagene,bioc,302,312
ImmuneSpaceR,bioc,303,318
ImpulseDE,bioc,304,311
ImpulseDE2,bioc,305,311
InPAS,bioc,301,
InTAD,bioc,307,
Informeasure,bioc,312,
IntEREst,bioc,305,
IntOMICS,bioc,317,318
InterCellar,bioc,313,
InterMineR,bioc,306,319
InteractionSet,bioc,303,
InteractiveComplexHeatmap,bioc,313,
IntramiRExploreR,bioc,306,
IrisSpatialFeatures,bioc,306,307
IsoBayes,bioc,318,
IsoCorrectoR,bioc,308,
IsoCorrectoRGUI,bioc,309,
IsoGeneGUI,bioc,207,315
IsoformSwitchAnalyzeR,bioc,306,
Iyer517,experiment,108,
JASPAR2014,experiment,213,
JASPAR2016,experiment,303,
JASPAR2018,annotation,306,
JASPAR2020,annotation,311,
JASPAR2022,annotation,315,
JASPAR2024,annotation,318,
JazaeriMetaData,annotation,200,202
JazaeriMetaData.db,annotation,201,
JctSeqData,experiment,303,312
JohnsonKinaseData,experiment,319,
JunctionSeq,bioc,303,311
KBoost,bioc,313,
KCsmart,bioc,203,
KEGG,annotation,108,202
KEGG.db,annotation,201,312
KEGGREST,bioc,212,
KEGGSOAP,bioc,108,212
KEGGandMetacoreDzPathwaysGEO,experiment,300,
KEGGdzPathwaysGEO,experiment,211,
KEGGgraph,bioc,204,
KEGGlincs,bioc,304,
KEGGprofile,bioc,211,312
KOdata,experiment,304,
KinSwingR,bioc,308,
KnowSeq,bioc,310,
LACE,bioc,311,
LAPOINTE.db,annotation,201,
LBE,bioc,200,
LEA,bioc,301,
LINC,bioc,304,311
LMGene,bioc,108,311
LOBSTAHS,bioc,304,
LOLA,bioc,302,
LPE,bioc,108,
LPEadj,bioc,203,318
LRBase.Ath.eg.db,annotation,308,313
LRBase.Bta.eg.db,annotation,308,313
LRBase.Cel.eg.db,annotation,308,313
LRBase.Dme.eg.db,annotation,308,313
LRBase.Dre.eg.db,annotation,308,313
LRBase.Gga.eg.db,annotation,308,313
LRBase.Hsa.eg.db,annotation,308,313
LRBase.Mmu.eg.db,annotation,308,313
LRBase.Pab.eg.db,annotation,308,313
LRBase.Rno.eg.db,annotation,308,313
LRBase.Ssc.eg.db,annotation,308,313
LRBase.Xtr.eg.db,annotation,308,313
LRBaseDbi,bioc,308,
LRcell,bioc,313,
LRcellTypeMarkers,experiment,313,
LVSmiRNA,bioc,207,310
LedPred,bioc,302,
LiebermanAidenHiC2009,experiment,209,
LinTInd,bioc,315,
LineagePulse,bioc,307,318
LinkHD,bioc,310,
Linnorm,bioc,303,
LiquidAssociation,bioc,205,
ListerEtAlBSseq,experiment,300,
Logolas,bioc,305,311
LoomExperiment,bioc,308,
LowMACA,bioc,301,316
LowMACAAnnotation,annotation,301,
LungCancerACvsSCCGEO,experiment,213,
LungCancerLines,experiment,211,
LymphoSeq,bioc,303,
LymphoSeqDB,annotation,303,
M3C,bioc,306,
M3D,bioc,300,311
M3DExampleData,experiment,304,
M3Drop,bioc,304,
MACPET,bioc,307,315
MACSQuantifyR,bioc,310,
MACSdata,experiment,313,
MACSr,bioc,313,
MADSEQ,bioc,304,
MAGAR,bioc,313,
MAGeCKFlute,bioc,307,
MAI,bioc,314,
MAIT,bioc,300,
MANOR,bioc,108,
MAPFX,bioc,319,
MAQCsubset,experiment,109,
MAQCsubsetAFX,experiment,201,313
MAQCsubsetILM,experiment,201,318
MAST,bioc,304,
MBASED,bioc,300,
MBAmethyl,bioc,300,
MBCB,bioc,207,
MBECS,bioc,315,
MBQN,bioc,310,
MBttest,bioc,303,
MCRestimate,bioc,108,310
MCbiclust,bioc,305,
MDTS,bioc,307,
MEAL,bioc,302,
MEALData,experiment,302,307
MEAT,bioc,311,
MEB,bioc,310,
MEDIPS,bioc,207,
MEDIPSData,experiment,211,
MEDME,bioc,203,
MEEBOdata,experiment,109,
MEIGOR,bioc,300,
MGFM,bioc,300,
MGFR,bioc,304,
MGnifyR,bioc,319,
MICSQTL,bioc,318,
MIGSA,bioc,305,316
MIGSAdata,experiment,305,317
MIMOSA,bioc,214,317
MIRA,bioc,306,
MIRit,bioc,319,
MLInterfaces,bioc,108,
MLP,bioc,208,
MLSeq,bioc,214,
MMAPPR2,bioc,310,317
MMAPPR2data,experiment,310,319
MMDiff,bioc,212,303
MMDiff2,bioc,303,
MMDiffBamSubset,experiment,212,
MMUPHin,bioc,310,
MODA,bioc,304,
MOFA,bioc,309,312
MOFA2,bioc,312,
MOFAdata,experiment,309,
MOGAMUN,bioc,312,
MOMA,bioc,311,
MOSim,bioc,310,
MPAC,bioc,320,
MPFE,bioc,300,
MPO.db,annotation,318,
MPRAnalyze,bioc,308,
MQmetrics,bioc,313,318
MSA2dist,bioc,315,
MSBdata,experiment,214,308
MSEADbi,bioc,312,313
MSGFgui,bioc,300,314
MSGFplus,bioc,300,314
MSMB,experiment,308,
MSPrep,bioc,312,
MSnID,bioc,300,
MSnbase,bioc,208,
MSstats,bioc,213,
MSstatsBig,bioc,318,
MSstatsBioData,experiment,306,313
MSstatsConvert,bioc,312,
MSstatsLOBD,bioc,313,
MSstatsLiP,bioc,314,
MSstatsPTM,bioc,312,
MSstatsQC,bioc,306,
MSstatsQCgui,bioc,307,
MSstatsSampleSize,bioc,310,317
MSstatsShiny,bioc,316,
MSstatsTMT,bioc,308,
MSstatsTMTPTM,bioc,312,313
MTseeker,bioc,308,310
MTseekerData,experiment,308,311
MUGAExampleData,experiment,300,
MVCClass,bioc,108,
MWASTools,bioc,305,
Maaslin2,bioc,310,
Macarron,bioc,315,
MafDb.1Kgenomes.phase1.GRCh38,annotation,307,
MafDb.1Kgenomes.phase1.hs37d5,annotation,303,
MafDb.1Kgenomes.phase3.GRCh38,annotation,307,
MafDb.1Kgenomes.phase3.hs37d5,annotation,303,
MafDb.ALL.wgs.phase1.release.v3.20101123,annotation,214,303
MafDb.ALL.wgs.phase3.release.v5a.20130502,annotation,301,302
MafDb.ALL.wgs.phase3.release.v5b.20130502,annotation,302,303
MafDb.ESP6500SI.V2.SSA137,annotation,301,304
MafDb.ESP6500SI.V2.SSA137.GRCh38,annotation,304,310
MafDb.ESP6500SI.V2.SSA137.dbSNP138,annotation,214,300
MafDb.ESP6500SI.V2.SSA137.hs37d5,annotation,304,310
MafDb.ExAC.r0.3.1.nonTCGA.snvs.hs37d5,annotation,303,304
MafDb.ExAC.r0.3.1.snvs.hs37d5,annotation,303,305
MafDb.ExAC.r0.3.sites,annotation,301,303
MafDb.ExAC.r1.0.GRCh38,annotation,307,
MafDb.ExAC.r1.0.hs37d5,annotation,305,
MafDb.ExAC.r1.0.nonTCGA.GRCh38,annotation,307,
MafDb.ExAC.r1.0.nonTCGA.hs37d5,annotation,305,
MafDb.TOPMed.freeze5.hg19,annotation,307,
MafDb.TOPMed.freeze5.hg38,annotation,306,
MafDb.gnomAD.r2.0.1.GRCh38,annotation,307,309
MafDb.gnomAD.r2.0.1.hs37d5,annotation,305,308
MafDb.gnomAD.r2.1.GRCh38,annotation,309,
MafDb.gnomAD.r2.1.hs37d5,annotation,308,
MafDb.gnomAD.r3.0.GRCh38,annotation,310,313
MafDb.gnomADex.r2.0.1.GRCh38,annotation,307,309
MafDb.gnomADex.r2.0.1.hs37d5,annotation,305,308
MafDb.gnomADex.r2.1.GRCh38,annotation,309,
MafDb.gnomADex.r2.1.hs37d5,annotation,308,
MafH5.gnomAD.r3.0.GRCh38,annotation,311,313
MafH5.gnomAD.v3.1.1.GRCh38,annotation,313,317
MafH5.gnomAD.v3.1.2.GRCh38,annotation,315,319
MafH5.gnomAD.v4.0.GRCh38,annotation,319,
MantelCorr,bioc,108,
Masks.Dmelanogaster.UCSC.dm3,annotation,203,206
MassArray,bioc,206,
MassSpecWavelet,bioc,200,
MatrixGenerics,bioc,311,
MatrixQCvis,bioc,313,
MatrixRider,bioc,301,
MaxContrastProjection,bioc,305,311
MeSH.AOR.db,annotation,214,313
MeSH.Aca.eg.db,annotation,301,313
MeSH.Aga.PEST.eg.db,annotation,301,313
MeSH.Ame.eg.db,annotation,301,313
MeSH.Aml.eg.db,annotation,301,313
MeSH.Ana.eg.db,annotation,301,313
MeSH.Ani.FGSC.eg.db,annotation,301,313
MeSH.Ath.eg.db,annotation,301,313
MeSH.Atu.K84.eg.db,annotation,305,305
MeSH.Bfl.eg.db,annotation,301,313
MeSH.Bsu.168.eg.db,annotation,301,313
MeSH.Bsu.TUB10.eg.db,annotation,301,305
MeSH.Bta.eg.db,annotation,301,313
MeSH.Cal.SC5314.eg.db,annotation,301,313
MeSH.Cbr.eg.db,annotation,301,313
MeSH.Cel.eg.db,annotation,301,313
MeSH.Cfa.eg.db,annotation,301,313
MeSH.Cin.eg.db,annotation,301,313
MeSH.Cja.eg.db,annotation,301,313
MeSH.Cpo.eg.db,annotation,301,313
MeSH.Cre.eg.db,annotation,301,313
MeSH.Dan.eg.db,annotation,301,313
MeSH.Dda.3937.eg.db,annotation,301,313
MeSH.Ddi.AX4.eg.db,annotation,301,313
MeSH.Der.eg.db,annotation,301,313
MeSH.Dgr.eg.db,annotation,301,313
MeSH.Dme.eg.db,annotation,301,313
MeSH.Dmo.eg.db,annotation,301,313
MeSH.Dpe.eg.db,annotation,301,313
MeSH.Dre.eg.db,annotation,301,313
MeSH.Dse.eg.db,annotation,301,313
MeSH.Dsi.eg.db,annotation,301,313
MeSH.Dvi.eg.db,annotation,301,313
MeSH.Dya.eg.db,annotation,301,313
MeSH.Eca.eg.db,annotation,312,313
MeSH.Eco.55989.eg.db,annotation,301,312
MeSH.Eco.CFT073.eg.db,annotation,301,304
MeSH.Eco.ED1a.eg.db,annotation,301,312
MeSH.Eco.HS.eg.db,annotation,301,304
MeSH.Eco.IAI1.eg.db,annotation,301,304
MeSH.Eco.IAI39.eg.db,annotation,301,312
MeSH.Eco.K12.DH10B.eg.db,annotation,301,304
MeSH.Eco.K12.MG1655.eg.db,annotation,301,313
MeSH.Eco.O127.H6.E2348.69.eg.db,annotation,301,304
MeSH.Eco.O157.H7.EDL933.eg.db,annotation,301,304
MeSH.Eco.O157.H7.Sakai.eg.db,annotation,301,313
MeSH.Eco.S88.eg.db,annotation,301,304
MeSH.Eco.UMN026.eg.db,annotation,301,312
MeSH.Eqc.eg.db,annotation,301,312
MeSH.Gga.eg.db,annotation,301,313
MeSH.Gma.eg.db,annotation,301,313
MeSH.Hsa.eg.db,annotation,301,313
MeSH.Laf.eg.db,annotation,301,313
MeSH.Lma.eg.db,annotation,301,313
MeSH.Mdo.eg.db,annotation,301,313
MeSH.Mes.eg.db,annotation,301,313
MeSH.Mga.eg.db,annotation,301,313
MeSH.Miy.eg.db,annotation,301,313
MeSH.Mml.eg.db,annotation,301,313
MeSH.Mmu.eg.db,annotation,301,313
MeSH.Mtr.eg.db,annotation,301,313
MeSH.Nle.eg.db,annotation,301,313
MeSH.Oan.eg.db,annotation,301,313
MeSH.Ocu.eg.db,annotation,301,313
MeSH.Oni.eg.db,annotation,301,313
MeSH.Osa.eg.db,annotation,301,313
MeSH.PCR.db,annotation,214,313
MeSH.Pab.eg.db,annotation,301,313
MeSH.Pae.PAO1.eg.db,annotation,301,313
MeSH.Pfa.3D7.eg.db,annotation,301,313
MeSH.Pto.eg.db,annotation,301,313
MeSH.Ptr.eg.db,annotation,301,313
MeSH.Rno.eg.db,annotation,301,313
MeSH.Sau.USA300TCH1516.eg.db,annotation,301,304
MeSH.Sce.S288c.eg.db,annotation,301,313
MeSH.Sco.A32.eg.db,annotation,301,313
MeSH.Sil.eg.db,annotation,301,313
MeSH.Spo.972h.eg.db,annotation,301,306
MeSH.Spu.eg.db,annotation,301,313
MeSH.Ssc.eg.db,annotation,301,313
MeSH.Syn.eg.db,annotation,301,313
MeSH.Tbr.9274.eg.db,annotation,301,313
MeSH.Tgo.ME49.eg.db,annotation,301,313
MeSH.Tgu.eg.db,annotation,301,313
MeSH.Vvi.eg.db,annotation,301,313
MeSH.Xla.eg.db,annotation,301,313
MeSH.Xtr.eg.db,annotation,301,313
MeSH.Zma.eg.db,annotation,301,313
MeSH.db,annotation,214,313
MeSHDbi,bioc,214,
MeSHSim,bioc,301,305
MeasurementError.cor,bioc,108,
Melissa,bioc,309,
MerfishData,experiment,316,
MergeMaid,bioc,108,311
Mergeomics,bioc,303,
MesKit,bioc,312,
MetCirc,bioc,304,
MetID,bioc,308,
MetNet,bioc,308,
MetaCyto,bioc,306,
MetaGxBreast,experiment,307,
MetaGxOvarian,experiment,307,
MetaGxPancreas,experiment,307,
MetaNeighbor,bioc,307,
MetaPhOR,bioc,316,
MetaScope,experiment,317,
MetaVolcanoR,bioc,310,318
Metab,bioc,300,317
MetaboAnnotation,bioc,315,
MetaboCoreUtils,bioc,313,
MetaboSignal,bioc,304,
MethCP,bioc,310,316
MethPed,bioc,303,
MethReg,bioc,312,
MethTargetedNGS,bioc,301,
MethylAid,bioc,300,
MethylAidData,experiment,301,
MethylMix,bioc,300,
MethylSeekR,bioc,212,
MethylSeqData,experiment,312,
Mfuzz,bioc,108,
MiChip,bioc,205,
MiPP,bioc,108,
MiRaGE,bioc,211,
MicrobiomeBenchmarkData,experiment,316,
MicrobiomeProfiler,bioc,314,
MicrobiotaProcess,bioc,311,
MineICA,bioc,212,
MinimumDistance,bioc,210,
Mirsynergy,bioc,214,311
MmAgilentDesign026655.db,annotation,207,
MmPalateMiRNA,bioc,209,311
MmusculusGenome.mm7,annotation,108,108
MoExExonProbesetLocation,annotation,206,
MoPS,bioc,300,311
MobilityTransformR,bioc,315,318
ModCon,bioc,313,
Modstrings,bioc,309,
MoleculeExperiment,bioc,317,
Moonlight2R,bioc,318,
MoonlightR,bioc,304,
MotIV,bioc,206,311
Motif2Site,bioc,315,
MotifDb,bioc,211,
MouseAgingData,experiment,319,
MouseFM,bioc,312,
MouseGastrulationData,experiment,310,
MouseThymusAgeing,experiment,313,
MsBackendMassbank,bioc,313,
MsBackendMgf,bioc,313,
MsBackendMsp,bioc,315,
MsBackendRawFileReader,bioc,314,
MsBackendSql,bioc,317,
MsCoreUtils,bioc,311,
MsDataHub,bioc,317,
MsExperiment,bioc,316,
MsFeatures,bioc,313,
MsQuality,bioc,317,
Mu15v1,annotation,200,202
Mu15v1.db,annotation,201,
Mu22v3,annotation,200,202
Mu22v3.db,annotation,201,
MuData,bioc,315,
Mulcom,bioc,207,
Mulder2012,experiment,210,310
MultiAssayExperiment,bioc,304,
MultiBaC,bioc,312,
MultiDataSet,bioc,303,
MultiMed,bioc,300,
MultiRNAflow,bioc,318,
MultimodalExperiment,bioc,317,
MungeSumstats,bioc,313,
Mus.musculus,annotation,211,
MutationalPatterns,bioc,304,
NADfinder,bioc,305,
NBAMSeq,bioc,309,
NBSplice,bioc,308,316
NCIgraph,bioc,208,
NCIgraphData,experiment,208,
NGScopy,bioc,300,309
NGScopyData,experiment,300,
NOISeq,bioc,211,
NPARC,bioc,311,
NTW,bioc,207,
NanoMethViz,bioc,312,
NanoStringDiff,bioc,302,
NanoStringNCTools,bioc,313,
NanoStringQCPro,bioc,301,317
NanoTube,bioc,314,
NanoporeRNASeq,experiment,312,
NarrowPeaks,bioc,210,311
Nebulosa,bioc,312,
NeighborNet,bioc,308,317
NestLink,experiment,309,
NetActivity,bioc,316,
NetActivityData,experiment,316,
NetPathMiner,bioc,214,319
NetSAM,bioc,213,
NeuCA,bioc,314,
Neve2006,experiment,200,
NewWave,bioc,312,
NoRCE,bioc,311,
NormalyzerDE,bioc,308,
NormqPCR,bioc,209,
Norway981,annotation,200,202
Norway981.db,annotation,201,
NuPoP,bioc,207,
NxtIRFcore,bioc,314,317
NxtIRFdata,experiment,314,
OCplus,bioc,108,
ODER,bioc,314,317
OGRE,bioc,315,
OGSA,bioc,302,311
OLIN,bioc,108,
OLINgui,bioc,108,
OMICsPCA,bioc,308,
OMICsPCAdata,experiment,308,
OPWeight,bioc,306,
ORFhunteR,bioc,313,
ORFik,bioc,307,
OSAT,bioc,211,
OTUbase,bioc,207,
OUTRIDER,bioc,308,
OVESEG,bioc,309,
ObMiTi,experiment,313,
OmaDB,bioc,307,
OmicCircos,bioc,213,
OmicsLonDA,bioc,309,317
OmicsMarkeR,bioc,301,311
Omixer,bioc,312,
OmnipathR,bioc,310,319
Onassis,bioc,306,312
OnassisJavaLibs,experiment,306,
OncoScore,bioc,303,
OncoSimulR,bioc,300,
OpenStats,bioc,311,
OperaMate,bioc,302,306
OperonHumanV3,annotation,200,202
OperonHumanV3.db,annotation,201,
OrderedList,bioc,108,
Organism.dplyr,bioc,305,
OrganismDbi,bioc,211,
Orthology.eg.db,annotation,313,
Oscope,bioc,302,
OutSplice,bioc,317,
OutlierD,bioc,201,312
PAA,bioc,300,
PADOG,bioc,211,
PAIRADISE,bioc,309,
PANR,bioc,209,
PANTHER.db,annotation,213,
PAPi,bioc,212,310
PAST,bioc,309,
PAnnBuilder,bioc,204,307
PCAN,bioc,303,
PCAtools,bioc,309,
PCHiCdata,experiment,303,
PCpheno,bioc,202,312
PDATK,bioc,313,
PECA,bioc,214,
PERFect,bioc,310,318
PFAM,annotation,108,201
PFAM.db,annotation,202,
PFP,bioc,313,317
PGA,bioc,302,312
PGPC,experiment,303,307
PGSEA,bioc,200,311
PICS,bioc,206,
PING,bioc,210,
PIPETS,bioc,319,
PIUMA,bioc,319,
PLPE,bioc,203,
PLSDAbatch,bioc,319,
POCRCannotation.db,annotation,201,
POMA,bioc,312,
POST,bioc,305,312
POWSC,bioc,313,
PPInfer,bioc,305,
PREDA,bioc,209,
PREDAsampledata,experiment,209,
PROMISE,bioc,206,
PROPER,bioc,301,
PROPS,bioc,306,
PROcess,bioc,108,
PSEA,bioc,300,318
PSICQUIC,bioc,213,315
PSMatch,bioc,315,
PWMEnrich,bioc,211,
PWMEnrich.Dmelanogaster.background,experiment,211,
PWMEnrich.Hsapiens.background,experiment,213,
PWMEnrich.Mmusculus.background,experiment,213,
PanViz,bioc,316,
PanVizGenerator,bioc,303,314
PanomiR,bioc,315,
PartheenMetaData,annotation,200,202
PartheenMetaData.db,annotation,201,
PasillaTranscriptExpr,experiment,303,
Path2PPI,bioc,302,
PathNet,bioc,212,
PathNetData,experiment,212,
PathoStat,bioc,304,
PathwaySplice,bioc,306,311
PatientGeneSets,bioc,207,210
Pbase,bioc,300,310
PeacoQC,bioc,312,
Pedixplorer,bioc,319,
PepSetTest,bioc,320,
PepsNMR,bioc,308,
PepsNMRData,experiment,308,
PhIPData,bioc,313,
PharmacoGx,bioc,304,
PhenStat,bioc,214,
PhenoGeneRanker,bioc,313,
PhosR,bioc,312,
PhyloProfile,bioc,310,
PhyloProfileData,experiment,310,
Pi,bioc,304,318
Pigengene,bioc,304,
Pirat,bioc,320,
PloGO2,bioc,311,318
PoDCall,bioc,313,
PoTRA,bioc,309,316
PolyPhen.Hsapiens.dbSNP131,annotation,209,
PolySTest,bioc,320,
Polyfit,bioc,300,312
PowerExplorer,bioc,307,311
PrInCE,bioc,309,
PrecisionTrialDrawer,bioc,309,315
Prize,bioc,302,311
ProCoNA,bioc,213,307
ProData,experiment,109,
Prostar,bioc,302,
ProtGenerics,bioc,301,
ProteoDisco,bioc,314,
ProteoMM,bioc,308,
ProteomicsAnnotationHubData,bioc,302,314
PtH2O2lipids,experiment,304,
PubScore,bioc,311,315
PureCN,bioc,303,
Pviz,bioc,300,
QDNAseq,bioc,214,
QDNAseq.hg19,experiment,302,
QDNAseq.mm10,experiment,302,
QFeatures,bioc,312,
QSutils,bioc,308,
QTLExperiment,bioc,318,
QUALIFIER,bioc,210,310
QUBIC,bioc,303,
QUBICdata,experiment,303,
Qtlizer,bioc,310,
QuartPAC,bioc,301,
QuasR,bioc,212,
QuaternaryProd,bioc,303,
R3CPET,bioc,301,
R453Plus1Toolbox,bioc,207,
R4RNA,bioc,303,
RAIDS,bioc,318,
RAREsim,bioc,315,
RBGL,bioc,108,
RBM,bioc,301,
RBioFormats,bioc,317,
RBioinf,bioc,202,
RCAS,bioc,304,
RCASPAR,bioc,209,
RCM,bioc,309,
RCSL,bioc,313,
RCX,bioc,315,
RCy3,bioc,302,
RCyjs,bioc,301,
RCytoscape,bioc,207,306
RDAVIDWebService,bioc,213,312
RDRToolbox,bioc,207,
REBET,bioc,308,
REDseq,bioc,209,
REMP,bioc,305,
RESOLVE,bioc,316,
RGMQL,bioc,307,
RGMQLlib,experiment,307,
RGSEA,bioc,300,
RGalaxy,bioc,211,314
RGraph2js,bioc,303,
RIPAT,bioc,312,318
RIPSeeker,bioc,212,310
RIPSeekerData,experiment,212,311
RITAN,bioc,305,
RITANdata,experiment,305,
RIVER,bioc,305,
RImmPort,bioc,303,
RJMCMCNucleosomes,bioc,305,
RLHub,experiment,314,319
RLMM,bioc,108,
RLSeq,bioc,314,318
RLassoCox,bioc,313,
RMAGEML,bioc,108,209
RMAPPER,bioc,108,214
RMassBank,bioc,211,
RMassBankData,experiment,211,
RNAAgeCalc,bioc,311,
RNASeqDataSubset,experiment,211,212
RNASeqPower,bioc,212,
RNASeqR,bioc,308,316
RNASeqRData,experiment,308,316
RNAdecay,bioc,307,
RNAinteract,bioc,208,319
RNAinteractMAPK,experiment,208,
RNAither,bioc,203,312
RNAmodR,bioc,310,
RNAmodR.AlkAnilineSeq,bioc,310,
RNAmodR.Data,experiment,310,
RNAmodR.ML,bioc,310,
RNAmodR.RiboMethSeq,bioc,310,
RNAprobR,bioc,301,312
RNAsense,bioc,310,
RNAseq123,workflows,303,
RNAseqCovarImpute,bioc,318,
RNAseqData.HNRNPC.bam.chr14,experiment,212,
RNAseqData.HeLa.bam.chr14,experiment,212,214
ROC,bioc,108,
ROCpAI,bioc,311,
ROSeq,bioc,311,
ROTS,bioc,303,
ROntoTools,bioc,212,
RPA,bioc,205,
RProtoBufLib,bioc,306,
RRBSdata,experiment,300,
RRHO,bioc,213,
RSNPper,bioc,108,203
RSVSim,bioc,212,
RSeqAn,bioc,307,
RTCA,bioc,205,
RTCGA,bioc,302,
RTCGA.CNV,experiment,303,
RTCGA.PANCAN12,experiment,303,
RTCGA.RPPA,experiment,303,
RTCGA.clinical,experiment,302,
RTCGA.mRNA,experiment,303,
RTCGA.methylation,experiment,303,
RTCGA.miRNASeq,experiment,303,
RTCGA.mutations,experiment,302,
RTCGA.rnaseq,experiment,302,
RTCGAToolbox,bioc,302,
RTN,bioc,213,
RTNduals,bioc,305,
RTNsurvival,bioc,306,
RTools4TB,bioc,205,209
RTopper,bioc,209,
RUVSeq,bioc,300,
RUVcorr,bioc,301,
RUVnormalize,bioc,300,
RUVnormalizeData,experiment,300,
RVS,bioc,306,
RWebServices,bioc,200,303
RaExExonProbesetLocation,annotation,206,
RadioGx,bioc,312,
RaggedExperiment,bioc,305,
RamiGO,bioc,209,307
RandomWalkRestartMH,bioc,307,318
RankProd,bioc,108,
RareVariantVis,bioc,302,
Rariant,bioc,214,312
Rarr,bioc,317,
Rattus.norvegicus,annotation,211,
RbcBook1,bioc,109,
Rbec,bioc,313,
Rbowtie,bioc,212,
Rbowtie2,bioc,306,
Rbwa,bioc,315,
Rcade,bioc,211,316
